,database,query,num_topics,qry_topics,num_documents,rand_seed,coherence,ext_query_size,num_relevant,f_distance,top_10_true,top_20_true
334,Wahono,defect predict,150,2,7002,424,0.38259591862491815,2,62,3,2,4
335,Wahono,defect predict,160,2,7002,424,0.37556031520632605,2,62,2,2,3
336,Wahono,defect predict,170,2,7002,424,0.3699803334334911,2,62,2,1,1
337,Wahono,defect predict,180,2,7002,424,0.37251692993814345,2,62,1,2,3
338,Wahono,defect predict,190,2,7002,424,0.37578613488055684,2,62,2,2,3
339,Wahono,defect predict,200,2,7002,424,0.3694360503654671,2,62,4,1,3
340,Wahono,defect predict,10,10,7002,826,0.4562470166140927,2,62,214,0,0
341,Wahono,defect predict,20,16,7002,826,0.45872985673444927,242,62,6,2,2
342,Wahono,defect predict,30,9,7002,826,0.44340479109743863,214,62,4,2,3
343,Wahono,defect predict,40,40,7002,826,0.43303318242290734,2,62,1,3,4
344,Wahono,defect predict,50,50,7002,826,0.42093772180983763,2,62,9,1,1
345,Wahono,defect predict,60,4,7002,826,0.41555782559791926,180,62,2,5,6
346,Wahono,defect predict,70,70,7002,826,0.4081076022523994,2,62,3,1,1
347,Wahono,defect predict,80,3,7002,826,0.4021401321172758,136,62,11,0,2
348,Wahono,defect predict,90,90,7002,826,0.3951560776814745,2,62,2,3,4
349,Wahono,defect predict,100,2,7002,826,0.3871025263053647,2,62,1,3,3
350,Wahono,defect predict,110,2,7002,826,0.39345628952453865,2,62,1,5,8
351,Wahono,defect predict,120,2,7002,826,0.3856168927425758,2,62,7,1,4
352,Wahono,defect predict,130,2,7002,826,0.38449864324181304,2,62,1,3,3
353,Wahono,defect predict,140,2,7002,826,0.38001564812266836,2,62,9,1,2
354,Wahono,defect predict,150,2,7002,826,0.37596689941544814,2,62,8,2,2
355,Wahono,defect predict,160,2,7002,826,0.37728158651497273,2,62,1,4,4
356,Wahono,defect predict,170,2,7002,826,0.37952191107365396,2,62,4,2,2
357,Wahono,defect predict,180,2,7002,826,0.374854882094777,2,62,3,4,5
358,Wahono,defect predict,190,2,7002,826,0.369942138988379,2,62,5,2,3
359,Wahono,defect predict,200,2,7002,826,0.3719262120798692,2,62,1,2,4
360,Wahono,defect predict,10,10,7002,310,0.46064367216708824,424,62,3,1,2
361,Wahono,defect predict,20,10,7002,310,0.46635621361495766,281,62,3,5,8
362,Wahono,defect predict,30,30,7002,310,0.4560161450659498,2,62,23,0,0
363,Wahono,defect predict,40,40,7002,310,0.4398931115871395,2,62,1,3,4
364,Wahono,defect predict,50,3,7002,310,0.4274062524383242,205,62,3,7,7
365,Wahono,defect predict,60,60,7002,310,0.40628868875899826,2,62,3,2,5
366,Wahono,defect predict,70,70,7002,310,0.41186860935363195,2,62,6,1,2
367,Wahono,defect predict,80,80,7002,310,0.3963307860631399,2,62,1,4,6
368,Wahono,defect predict,90,90,7002,310,0.40448084930287836,2,62,4,2,2
369,Wahono,defect predict,100,2,7002,310,0.3841127867656119,2,62,3,2,2
370,Wahono,defect predict,110,2,7002,310,0.39231525371377657,2,62,5,2,3
371,Wahono,defect predict,120,2,7002,310,0.39045159458924483,2,62,6,2,2
372,Wahono,defect predict,130,2,7002,310,0.3856132590219107,2,62,6,2,4
373,Wahono,defect predict,140,2,7002,310,0.3813955200413115,2,62,5,1,2
374,Wahono,defect predict,150,2,7002,310,0.37141713679485805,2,62,10,1,2
375,Wahono,defect predict,160,2,7002,310,0.3782605259790387,2,62,7,1,2
376,Wahono,defect predict,170,2,7002,310,0.37801941944300615,2,62,2,1,2
377,Wahono,defect predict,180,2,7002,310,0.3718053116372117,2,62,5,1,2
378,Wahono,defect predict,190,2,7002,310,0.3746100351404063,2,62,2,2,2
379,Wahono,defect predict,200,2,7002,310,0.36858166515283697,2,62,7,1,2
380,Wahono,defect predict,10,10,7002,983,0.4664175782223704,398,62,8,2,5
381,Wahono,defect predict,20,20,7002,983,0.46438180635113513,2,62,9,1,2
382,Wahono,defect predict,30,30,7002,983,0.4551705264508162,2,62,5,5,7
383,Wahono,defect predict,40,40,7002,983,0.4359789514030338,2,62,1,2,4
384,Wahono,defect predict,50,50,7002,983,0.41514369654993116,2,62,1,2,3
385,Wahono,defect predict,60,60,7002,983,0.41813593114322267,2,62,5,3,6
386,Wahono,defect predict,70,70,7002,983,0.41013343338341784,2,62,10,1,2
387,Wahono,defect predict,80,80,7002,983,0.40830266537563914,2,62,10,1,1
388,Wahono,defect predict,90,90,7002,983,0.39609128130968574,2,62,1,3,3
389,Wahono,defect predict,100,2,7002,983,0.39762622254553415,2,62,4,1,3
390,Wahono,defect predict,110,2,7002,983,0.38933116346954466,2,62,1,2,2
391,Wahono,defect predict,120,3,7002,983,0.3815300978556487,96,62,8,1,1
392,Wahono,defect predict,130,2,7002,983,0.3869957158249618,2,62,14,0,3
393,Wahono,defect predict,140,2,7002,983,0.38314763430973375,2,62,4,1,3
394,Wahono,defect predict,150,2,7002,983,0.38158707319811863,2,62,7,1,2
395,Wahono,defect predict,160,2,7002,983,0.3755068208481734,2,62,2,2,2
396,Wahono,defect predict,170,2,7002,983,0.37581816655885436,2,62,3,2,3
397,Wahono,defect predict,180,2,7002,983,0.3755624941960833,2,62,4,2,3
398,Wahono,defect predict,190,2,7002,983,0.3760656791526393,2,62,4,1,1
399,Wahono,defect predict,200,2,7002,983,0.37768255597385947,2,62,4,2,2
